premise	hypothesis	gold_label	original_premise	original_hypothesis
The ideological simulation serves as the means by which ideas are transmitted	Interpretations of what others write are risky	entailment	The ideological simulation would be the way this is transmitted, the ideas that vehicle it (sorry for the odd word). They are interpretations of what another person writes, exposed to risks because of a lack of data.	Interpretations of what others write are risky
A false claim made by fascists that some Jews hold significant political power in the government and parliament had an impact on certain segments of the population	Jews have a lot of money.	not_entailment	Another fascist lie that had repercussions among the backward sectors of the population is that Jews control the government and parliament.	Jews have a lot of money.
As Christmas approaches, we all strive to present our most favorable appearance	During Christmas, people try to be friendlier and more attentive.	entailment	When Christmas is near, we all want to show our best face.	During Christmas, people try to be friendlier and more attentive.
It is here where he told us about the state of his heart; he says he is very happy and calm.	This past year, he has been suffering from a severe health condition	not_entailment	It is here where he told us about the state of his heart; he says he is very happy and calm.	He’s had a serious illness this past year.
The young master looked over the document	The young man looked at it for exactly one minute.	not_entailment	The young master's grey eyes skimmed it.	The young man looked at it for exactly one minute.
The defense minister Gustav Noske ordered the arrival of Freikorps (right-wing paramilitary units) to suppress the movement	Noske wanted the movement to stop before he lost power.	not_entailment	The ruthless defense minister Gustav Noske called in 4,000 Freikorps (right-wing storm-troopers) to smash the movement.	Noske wanted the movement to stop before he lost power.
The foolish man, who behaves in a strange and impractical way, is putting himself in harm's way for us at this time	Tomorrow, he will face another risky situation	not_entailment	And the quixotic fool is running into danger at the present moment on our behalf.	He will head into danger again tomorrow.
96 And parents and coaches who criticize rather than encourage and do not let players forget about defeat prompt intense anxiety in some youngsters.	Today's women like to have a slender body structure.	not_entailment	96 And parents and coaches who criticize rather than encourage and do not let players forget about defeat prompt intense anxiety in some youngsters.	Today's women like to have a slender body structure.
Despite losing much, he still maintained his external stern appearance, but fear actually entered his heart	Despite the relief he felt, his demeanor did not change	not_entailment	And for all that he lost nothing of his outward stern composure, fear invaded his heart.	His composure remained steadfast as his heart filled with relief.
Numerous officers responded in order to help injured civilians and to urge those who could walk to vacate the area immediately.	The officers established a perimeter around the area and prevented entry and exit for all persons	not_entailment	Numerous officers responded in order to help injured civilians and to urge those who could walk to vacate the area immediately.	The officers cordoned off the area and refused to let anyone in or out.
The thirteen yarn colors of the magnificent rug symbolize the original thirteen colonies of this nation.	The rug has fifty distinct colors, reflecting the diversity of this nation's states	not_entailment	The thirteen yarn colors of the magnificent rug symbolize the original thirteen colonies of this nation.	The rug has fifty colors, representing all the great states of this nation.
Rudolph Giuliani defends his handling of the Amadou Diallo shooting to Newsweek. [The New York Police Department] is not the KKK, he offers.	Rudolph Giuliani spoke to Newsweek about the Amadou Diallo shooting incident and his role in it	entailment	Rudolph Giuliani defends his handling of the Amadou Diallo shooting to Newsweek. [The New York Police Department] is not the KKK, he offers.	Rudolph Giuliani made a statement to the Newsweek concerning his handling of the Amadou Diallo shooting.
Our simulation's primary finding is that self-governing entities, each containing one or more autocatalytic and work cycles, are a viable, albeit innovative, type of non-equilibrium, open chemical reaction system	Based on the results of the computer simulation, we can make an inference	not_entailment	The main conclusion to draw from our simulation is that autonomous agents coupling one or more autocatalytic and work cycles are a perfectly reasonable, if novel, form of nonequilibrium, open chemical reaction network.	We can draw a conclusion from the simulation we did on the computer.
I was the only one providing life support to the other man, who was only providing physiological support	One man provided medical assistance	entailment	That, I was the only 922 which was life support man the other man was a physiological support.	One man gave physiological support.
-Federal employees have access to Social Security and Medicare benefits under the same eligibility requirements and coverage plans as the general population	Federal employees agree to the same terms and conditions as the rest of the covered population.	entailment	61--Federal employees may be covered by social insurance programs such as Social Security62 and Medicare under the same terms and conditions as the rest of the covered population.	Federal employees agree to the same terms and conditions as the rest of the covered population.
Sir, you do not fully understand the situation yet	He grasped the situation in its entirety	not_entailment	I see, sir, that you do not yet quite apprehend the circumstances.	He completely and quite clearly, understood the situation.
Lamar Alexander has proposed a solution that is worth considering, despite it not being irrational	Lamar Alexander's approach is not favored by the group	not_entailment	Lamar Alexander's way out is worth noting, though it doesn't rise to the level of illogic.	Lamar Alexander's way out is not popular within the group.
In the aircraft, we wore pressure suits that were completely silver to reflect heat, similar to those worn by astronauts	Our suits were the same as the astronauts except to reflect heat, ours were silver.	entailment	We had full pressure suits there in the aircraft just, just like the astronauts wore, except ours was totally silver, silver uh, boot and everything, to reflect heat, of course.	Our suits were the same as the astronauts except to reflect heat, ours were silver.
when she stated that I was in the countryside, I was unsure, but I still believed this to be true	I believe it was out in the country.	entailment	i don't know though but i still think like out in the country when she said that i was like what	I believe it was out in the country.
Most homes will have a nativity scene, a nacimiento, set up for the prayers and singers.	Fewer than most homes have a nativity scene displayed	not_entailment	Most homes will have a nativity scene, a nacimiento, set up for the prayers and singers.	Almost none of the homes have a nativity scene set up.
Several floors would have been too much for the fire-extinguishing equipment that we had available	We only had 2 fire extinguishers on hand.	not_entailment	Several floors of fire would have been beyond the fire-extinguishing capability of the forces that we had on hand.	We only had 2 fire extinguishers on hand.
The terrorism caused by Bin Ladin and al Qaeda was unlike any the government had encountered previously	This was the initial encounter for the government with this form of violence perpetrated by terrorists	entailment	The terrorism fostered by Bin Ladin and al Qaeda was different from anything the government had faced before.	It was the first time the government had faced this type of terrorism.
The trompe l'oeil painting on the small arched ceiling makes the little church appear larger and more like a Gothic cathedral	The painting aspires to turn the church into a Gothic cathedral.	entailment	Notice how the trompe l'oeil painting on the low arched ceiling aspires to turn the little church into a lofty Gothic cathedral.	The painting aspires to turn the church into a Gothic cathedral.
Consequently, I know that you go to extra lengths to be compassionate and caring to others.	I know you give a significant amount of money to help feed the hungry people around you	not_entailment	Consequently, I know that you go to extra lengths to be compassionate and caring to others.	I know you spend a lot to fee the hungry people around you.
The island of Coniera, or Conejera, with its thin and elongated shape, is located at the entrance of Sant Antoni Bay	Coniera is 3 square miles.	not_entailment	Dominating the mouth of Sant Antoni Bay is the gaunt silhouette of the island of Coniera, or Conejera (meaning rabbit's warren or burrow ).	Coniera is 3 square miles.
And equally unarguably, the econosphere has become more complex over the past few million years of hominid evolution.	The economic system of modern humans is less complex than that of ancient hominids	not_entailment	And equally unarguably, the econosphere has become more complex over the past few million years of hominid evolution.	The econosphere of modern humans is much simpler than that of ancient hominids.
The ability of Congress to oversee intelligence and counterterrorism matters is currently not functioning effectively	Congress has never had oversight for either intelligence or counterterrorism.	not_entailment	Congressional oversight for intelligence-and counterterrorism-is now dysfunctional.	Congress has never had oversight for either intelligence or counterterrorism.
At that moment, a path appeared among the men, and Miss Bishop walked through it accompanied by her mulatto woman	Miss Bishop walked through a group of men.	entailment	At that moment a lane was opened in the ranks of the men, and through this came Miss Bishop followed by her octoroon woman.	Miss Bishop walked through a group of men.
At that moment, a path appeared among the men, and Miss Bishop walked through it accompanied by her mulatto woman	Miss Bishop walked through a group of twenty men.	not_entailment	At that moment a lane was opened in the ranks of the men, and through this came Miss Bishop followed by her octoroon woman.	Miss Bishop walked through a group of twenty men.
Blood and flood are not like food,	Food is more similar to rocks and trees than it is to blood or floods	not_entailment	Blood and flood are not like food,	Food is more like rocks and trees than blood or flood.
When the collision occurred, some people died or sustained serious injuries; others only suffered minor injuries	Many people died on impact.	entailment	Upon impact, many were killed or severely injured; others were relatively unharmed.	Many people died on impact.
I wonder, now, he said presently, if the mischief is of your working.	He never questioned whether the mischief was your doing.	not_entailment	I wonder, now, he said presently, if the mischief is of your working.	He never questioned whether the mischief was your doing.
The Development Committee of the IMA will contribute an equal amount of money for every donation received by them by December	The IMA will stop matching pledges on December 25, 1998.	not_entailment	The IMA 's Development Committee will match all pledges received by December 31, 1998 dollar-for-dollar.	The IMA will stop matching pledges on December 25, 1998.
The amendment continues to grant the states authority over the electoral process for national offices	The states change their electoral process when they see fit.	not_entailment	The tone of the amendment remains deferential to the states' control of the electoral process, even for national office.	The states change their electoral process when they see fit.
oh and then if you try to get it outside of your uh corporation you're gonna pay an arm and a leg	If you go just a little bit out of the corporation you can actually save yourself a lot of money.	not_entailment	oh and then if you try to get it outside of your uh corporation you're gonna pay an arm and a leg	If you go just a little bit out of the corporation you can actually save yourself a lot of money.
In contrast, particles and the three non-gravitational forces have not been integrated into a depiction using spin networks	There are three nongravitational forces.	entailment	On the other hand, particles and the three nongravitational forces have yet to be incorporated into a spin network picture.	There are three nongravitational forces.
What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie featured a detailed conversation with Kaufman about his demise	not_entailment	What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie had an in depth interview with Kaufman about his death.
William Lowe Bryan, the president of Indiana University, had a vision of a comprehensive university	Bryan wanted to start a medical school to make the university more prominent.	entailment	William Lowe Bryan, the IU president whose dream of a broadly based university led to the founding of IU School of Medicine in 1903.	Bryan wanted to start a medical school to make the university more prominent.
Abeam with the Arabella, across the harbour, were the flat-fronted white buildings of that imposing city that came down to the very water's edge.	The Arabella arrived at a small city situated on a desolate and uninhabited piece of land	not_entailment	Abeam with the Arabella, across the harbour, were the flat-fronted white buildings of that imposing city that came down to the very water's edge.	The Arabella came to a tiny city that was located on a barren land devoid of life.
Saving regularly is necessary for building up a collection of assets; an individual who does not save will not have any assets	If you don't save money in your bank account, you will have nothing.	not_entailment	The flow of saving is essential to accumulating a stock of wealth-as a general rule someone who never saves will have no wealth.	If you don't save money in your bank account, you will have nothing.
The defense minister Gustav Noske ordered the arrival of Freikorps (right-wing paramilitary units) to suppress the movement	Noske wanted things to continue right away.	not_entailment	The ruthless defense minister Gustav Noske called in 4,000 Freikorps (right-wing storm-troopers) to smash the movement.	Noske wanted things to continue right away.
The utility's central information security group asserts that this process enhances the understanding of security matters among business managers, fosters acceptance of required controls, and incorporates information security concerns into the organization's business activities	This process is generally considered to be harmful to security.	not_entailment	According to the utility's central information security group, this process increases security awareness among business managers, develops support for needed controls, and helps integrate information security considerations into the organization's business operations.	This process is generally considered to be harmful to security.
despite having heard this voice before, I am still able to recognize it distinctly every time I hear it	I know that voice because it belongs to my mom.	not_entailment	knowing all the while that, having known, I always will know this torn, singular voice	I know that voice because it belongs to my mom.
In Figure  the relationship between the price and the quantity of workshare services provided is depicted	The workshare services have varying supply.	entailment	Figure 4 shows the supply curve of workshare services.	The workshare services have varying supply.
Approximately a mile after the Arboretum, there are two churches located on the right side of the road	The churches are also daycare centers for children.	not_entailment	Less than a mile past the Arboretum, you will find two churches on the right side of the road, backed by hundreds of white painted family tombs on the hillside.	The churches are also daycare centers for children.
He said that if his advisers had told him there was a cell in the United States, they would have moved to take care of it.	If he had known about it, he would have dealt with that particular cell in the US	entailment	He said that if his advisers had told him there was a cell in the United States, they would have moved to take care of it.	He would have taken care of a cell in the US if he had known about it.
Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink was unable to find a solution to the problem	not_entailment	Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink didn't how how to address the problem.
She didn't even understand the marriage ceremony, she didn't even know that she had gotten married, really--	She was aware of the consequences of her actions	not_entailment	She didn't even understand the marriage ceremony, she didn't even know that she had gotten married, really--	She knew what she was getting into.
and you're in a smaller group and you're unable to change that situation	You are not a minority.	not_entailment	and you're the minority and you're stuck with it but uh	You are not a minority.
In reply to an invitation from Richard Lederer for submissions in a contest featuring a long, well-structured sentence, I present my entry	The rules of a supersentence contest always require submission of sentences with exactly eleven words.	not_entailment	In response to Richard Lederer's call for submissions in a most graceful and coherent eleven-word supersentence contest [ The Glamour of Grammar, XVI,4], I offer the	The rules of a supersentence contest always require submission of sentences with exactly eleven words.
According to James Steinberg's testimony on October   there was a requirement to transition from knowing information to sharing it	James Steinberg strongly believed that data should not be given to others	not_entailment	For the necessity of moving from need-to-know to need-to-share, see James Steinberg testimony, Oct. 14, 2003.	James Steinberg was adamant that sharing data was to be avoided at all costs.
I acknowledge it as the unique solution to prevent the destruction that my action might have caused for all of us	Though the problem was not caused by my own volition, I can rescue you all.	not_entailment	I accept it as the only way to save us all from the certain destruction into which my own act may have brought us.	Though the problem was not caused by my own volition, I can rescue you all.
A government's proposal of financial assistance is distinct from coercion and bears no resemblance to the situations in China	People are given money by the government if they do something in return	not_entailment	To the contrary, a government offer of money is not coercion--and not even remotely comparable to what goes on in China.	The government is clearly bribing people if they give any money
all that so there's a lot of things like that that Texas Instruments makes that even the employees don't know they make for the most part	Texas Instruments manufactures undisclosed military devices for the military	not_entailment	all that so there's a lot of things like that that Texas Instruments makes that even the employees don't know they make for the most part	Texas Instruments makes bombs that are top-secret.
In  we went to Kadina, Okinawa, and carried out a deployment there	We did not send anyone to a particular location or job	not_entailment	Anyway, we deployed and I can tell now be, because of this that, that, that, uh, we deployed to Kadina, Okinawa, and this was in 1968.	We never ended up deploying anyone.
WHAT IS THE SENIOR CHALLENGE?	Seniors are encouraged to cover a distance of one mile each day	not_entailment	WHAT IS THE SENIOR CHALLENGE?	We challenge seniors to walk a mile every day.
In  the role of territorial capital was taken over by Whitehorse from Dawson City, which was previously the major hub for transportation and communications during the Klondike era	Whitehorse was the name of a potent alcoholic beverage.	not_entailment	Close to the original action and still providing the most vivid testimony to the Klondike days, the boomtown of Dawson City yielded in 1951 to the transportation and communications center of Whitehorse as territorial capital.	Whitehorse was the name of a potent alcoholic beverage.
If we believe that the perspectives that were dominant during the years   or hold significant weight in our current understanding of the world, then we need to determine whose opinions should be prioritized	People in 1787 thought the world was flat.	not_entailment	If we think we are bound by a certain take on the world that prevailed in 1787, 1791, or 1868, then we should decide whose sentiments matter.	People in 1787 thought the world was flat.
Money is spent in that manner	You could never know what happens with money.	not_entailment	That's the way the money goes--	You could never know what happens with money.
hinder or obstruct each other's actions	Allowing each other to pass by	not_entailment	get in each other's way yeah	Of course, getting out of each other's way.
At the center of the resort, in the sheltered waters of the inner lagoon, there is a Swim with the Dolphins program.	You can swim alongside dolphins that perform acrobatic movements in the water	not_entailment	At the center of the resort, in the sheltered waters of the inner lagoon, there is a Swim with the Dolphins program.	You can swim with dolphins who can do crazy tricks.
One difference is that other groups have to modify the meanings of current words and terms or create new ones in order to operate effectively	Some groups need make up new words.	entailment	One difference is that other groups need to do so because in order to function they must either attach new meanings to existing words and phrases or coin new words and pharases.	Some groups need make up new words.
In  the role of territorial capital was taken over by Whitehorse from Dawson City, which was previously the major hub for transportation and communications during the Klondike era	Whitehorse was territorial capital.	entailment	Close to the original action and still providing the most vivid testimony to the Klondike days, the boomtown of Dawson City yielded in 1951 to the transportation and communications center of Whitehorse as territorial capital.	Whitehorse was territorial capital.
In the distance, approximately three miles away, there was a piece of land that could be seen	The island they were approaching was uninhabited.	not_entailment	There, not more than three miles away, was land--an uneven wall of vivid green that filled the western horizon.	The island they were approaching was uninhabited.
The lake is located at the foot of several tall mountains, among which is Scafell Pike, the tallest in England, reaching a height of m (ft)	The summit of Scafell Pike provides a good viewpoint for observing the lake	not_entailment	The lake itself lies in the shadow of several high mountains, including Scafell Pike, the highest in England at 977 m (3,205 ft).	The peak of Scafell Pike is a great spot for viewing the lake.
While Captain Blood pointed backward, he looked in that direction and expressed his surprise	Captain Blood was notoriously good at promoting morale.	not_entailment	Standing beside Captain Blood, he looked astern, following the indication of the Captain's hand, and cried out in his amazement.	Captain Blood was notoriously good at promoting morale.
The educational feedback provided by the program influences practitioners to follow the rules and serves as a reminder that Health Insurance Claims (HIC) keeps records of annual reimbursement claims	HIC keeps records of the refunds annually	entailment	The program's educational feedback encourages compliance and can act as a deterrent to future wrongdoing, as practitioners are aware that HIC tracks what is claimed for reimbursement on an annual basis.	Reimbursements are tracked every year by HIC.
It is essential that appropriate controls are consistently monitored to manage current risks and avoid unnecessarily restricting operations	It was emphasized that close attention should be paid to the mechanisms regulating the news production	not_entailment	They stressed that constant vigilance was needed to ensure that controls remained appropriate--addressing current risks and not unnecessarily hindering operations--and that individuals who used and maintained information systems complied with organizational policies.	They said it was important to be vigilent when it came to the news factory controls.
that sounds like an exciting experience	That sounds like an awful experience.	not_entailment	oh oh my word well that sounds adventuresome	That sounds like an awful experience.
Based on common sense, it appears improbable that a planet composed entirely of nonliving complex structures could have formed naturally after the big bang	God created the universe.	not_entailment	Intuitively, it seems unlikely that such a planet of nonliving complex entities could have arisen spontaneously since the big bang.	God created the universe.
Agencies must have methods for evaluating the outcomes of their activities	Agencies can tell if they are successful by how much money they raise.	not_entailment	Agencies need to be able to measure success.	Agencies can tell if they are successful by how much money they raise.
Money is spent in that manner	It is typical for financial matters to proceed in that manner	not_entailment	That's the way the money goes--	That's just the normal way of things with money.
Money is spent in that manner	That's just what happens with money.	entailment	That's the way the money goes--	That's just what happens with money.
An exhibition of photographs and documents about the lives of those who resisted the Nazi terror is housed in a building that was constructed above the underground quarters of the SS guards	The building had no basement.	not_entailment	The building constructed above the underground quarters of the SS guards houses the Topographie des Terrors, an exhibition of photographs and documents which movingly illustrates the lives of those who resisted the Nazi terror.	The building had no basement.
issues of alcohol use among injured patients are not in the purview of the trauma team	The trauma team mainly deals with alcohol-related injuries or conditions	not_entailment	issues of alcohol use among injured patients are not in the purview of the trauma team	The trauma team primarily handles alcohol issues.
The girl who can assist me is located far from here	The girl I need help from lives a ways away.	entailment	The girl that can help me is all the way across town.	The girl I need help from lives a ways away.
The lines made up of boxes represent the total welfare of all mailers, while the lines made up of diamonds indicate the actual losses (if they are negative) incurred when transferring the work to another party	The lines calculate that the welfare level of the mailers is 10%.	not_entailment	The lines composed of boxes show the welfare level of all mailers combined and the lines composed of diamonds show the technical losses (if negative) of shifting the work to another party.	The lines calculate that the welfare level of the mailers is 10%.
I am delighted to invite you to attend the Republican National Convention in Houston, Texas, from August  where we will celebrate as members of the Republican Senatorial Inner Circle	The Republican National Convention is always in April.	not_entailment	It gives me great pleasure to extend to you this invitation to Join the Republican Senatorial Inner Circle in a celebration of our spirit at our Republican National Convention in Houston, Texas, August 16-20.	The Republican National Convention is always in April.
With reinforcements, the Spaniards managed to establish a beachhead.	The Spanish people had 100 people helping.	not_entailment	With reinforcements, the Spaniards managed to establish a beachhead.	The Spanish people had 100 people helping.
As the variety of items on the web expands, the potential number of markets for new products and services grows at an even faster rate	More objects on the web makes it harder to have niche markets.	not_entailment	Thus, as the diversity of the objects in the web increases, the diversity of prospective niches for new goods and services increases even more rapidly!	More objects on the web makes it harder to have niche markets.
In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	planes were purchased by the Air Force	not_entailment	In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force bought 18 planes.
And that's the function of the IRT Education Programs--they present stories that instruct children on essential skills for daily life and coping	The IRT Education Programs help elderly people.	not_entailment	And that's the wonderful tool of the IRT Education Programs--it lets children witness stories that teach them tools for everyday living and surviving.	The IRT Education Programs help elderly people.
She felt a cold sensation when she recalled that event	She was trying not to think of the event that took place.	not_entailment	And she shivered at the memory of it.	She was trying not to think of the event that took place.
Regarding my actions, I have nothing to be ashamed of, given the provocations I encountered	I'm very ashamed of everything, I need to apologize immediately.	not_entailment	In my own I've done nothing at all that I am ashamed of, considering the provocation I received. Her glance faltered, and fell away before his own that was so intent.	I'm very ashamed of everything, I need to apologize immediately.
The intricate designs of the moldings and architectural ornaments in a French salon were similar to the elaborate decorations on the women's dresses and the men's shirts	The women's dresses had ribbons.	entailment	The arabesques and curlicues of the moldings and architectural ornaments in a French salon mirrored the flouncing ribbons that adorned the women's dresses and the frills of the men's shirts.	The women's dresses had ribbons.
This is a simple displacement from equilibrium, and a simple device, the mica flake, will be made to quake, hence, extract mechanical work.	The balance of something has been disturbed	entailment	This is a simple displacement from equilibrium, and a simple device, the mica flake, will be made to quake, hence, extract mechanical work.	Something has been displaced from equilibrium.
When the collision occurred, some people died or sustained serious injuries; others only suffered minor injuries	Everyone lost a limb upon impact.	not_entailment	Upon impact, many were killed or severely injured; others were relatively unharmed.	Everyone lost a limb upon impact.
NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Only gifts above $100 make a difference.	not_entailment	NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Only gifts above $100 make a difference.
Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was located in the central part of the city	not_entailment	Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was right in the heart of the city.
I wonder, now, he said presently, if the mischief is of your working.	The cause of the trouble involved more than just you	not_entailment	I wonder, now, he said presently, if the mischief is of your working.	The source of the mischief was not yours alone.
so i want to keep at it because i know that if you don't uh there's there's lots of problems that you can have	Many issues may arise if you stop putting effort into it	entailment	so i want to keep at it because i know that if you don't uh there's there's lots of problems that you can have	A lot of things can go wrong if you don't keep working at it.
In these organizations, technology plays a significant role in the business operations as it is perceived as a facilitator rather than a mere instrument	Businesses pay close attention to and invest in sophisticated software for managing schedules in advance	not_entailment	Technology is highly integrated with the business processes in these organizations because technology is viewed as an enabler for the business, not just a tool.	Advanced scheduling software is one of the key technologies businesses focus on.
Captain Blood scanned the faces of the determined, angry-looking men in the ranks, and then his gaze settled on Ogle	Captain Blood is blind.	not_entailment	Captain Blood's glance raked the ranks of those resolute, fierce-eyed fellows, then it came to rest again on Ogle.	Captain Blood is blind.
The budget guidance, released the following day, emphasized gun crimes, drug trafficking, and civil rights violations as areas of focus	Many people disagreed with the arrangements indicated in the budget instructions	not_entailment	The budget guidance issued the next day, however, highlighted gun crimes, narcotics trafficking, and civil rights as priorities.	Many people objected to the priorities laid out in the budget guidance.
A small boat, which had been rowed near the Arabella from the shore without being noticed, collided gently against its large, red hull	The Arabella is a boat with a red exterior.	entailment	A boat that had approached unnoticed from the shore came scraping and bumping against the great red hull of the Arabella, and a raucous voice sent up a hailing shout.	The Arabella is a boat with a red exterior.
For covert operations, the White House relied on the Counterterrorist Center and the CIA's Directorate of Operations to carry out the tasks	The White House did not have any government departments prepared to carry out clandestine activities	not_entailment	For covert action, of course, the White House depended on the Counterterrorist Center and the CIA's Directorate of Operations.	The White House had no agencies available to handle covert operations.
Chavez's situation is similar to that of migrant workers at farms across Colorado, who are frequently found to be in contact with hazardous pesticides in contravention of federal regulations, according to a report by Colorado Legal Services	Chavez's case was about tea parties.	not_entailment	Chavez's case mirrors the findings of the survey by Colorado Legal Services, which reports that migrant workers at farms statewide are regularly exposed to hazardous pesticides in violation of federal laws.	Chavez's case was about tea parties.
I wanted to bring you to shore as quickly as possible	The person wanted a lover.	not_entailment	But I was in haste to land you.	The person wanted a lover.
So irradiating food seems safe, effective, and cheap.	Exposing food to radiation appears beneficial	entailment	So irradiating food seems safe, effective, and cheap.	Irradiating food seems useful.
The second notable point is Omnes' assertion that certain measurable quantities cannot be measured	Omnes said you can see everything.	not_entailment	The second striking point is Omnes' claim that some observables cannot be observed.	Omnes said you can see everything.
It's a little screw which set an injection but the, the breathing pressure tube to the pilot and counter pressure.	The screw is tiny and silver.	not_entailment	It's a little screw which set an injection but the, the breathing pressure tube to the pilot and counter pressure.	The screw is tiny and silver.
None of them had any distinguishing features regarding the single security measure that was essential for the checkpoint examination	Alarming evidence was discovered during the checkpoint screening.	not_entailment	Nothing stands out about any of them with respect to the only security layer that was relevant to the actual checkpoint screening.	Alarming evidence was discovered during the checkpoint screening.
despite having heard this voice before, I am still able to recognize it distinctly every time I hear it	I know that voice	entailment	knowing all the while that, having known, I always will know this torn, singular voice	I know that voice
Even so, Paris recently created miles of cycling lanes that crisscross the entire city, making bicycling much safer (and more popular).	It's still incredibly dangerous to cycle in Paris.	not_entailment	Even so, Paris recently created miles of cycling lanes that crisscross the entire city, making bicycling much safer (and more popular).	It's still incredibly dangerous to cycle in Paris.
Six people died in the explosion, approximately others were injured, and the incident revealed weaknesses in the emergency response plans for the World Trade Center and the city	Measures were implemented to enhance safety after the blast	not_entailment	The explosion killed six people, injured about 1,000 more, and exposed vulnerabilities in the World Trade Center's and the city's emergency preparedness.	Steps were taken to address security concerns following the explosion.
According to Brit Hume, Lewinsky continues to have strong romantic feelings for the president	Brit Hume works for Fox.	entailment	Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not She still has a hopeless crush on the president.	Brit Hume works for Fox.
Parents who are at a loss and look for proven methods by examining their own parents' or grandparents' resources will encounter the same problem	Parents, with a strong belief in their abilities, continue to search for answers without giving up	not_entailment	Parents who throw up their hands in desperation and search through their own parents' or grandparents' shelves for a more tried and true vision will nd themselves mired in the same conundrum.	Due to their inflated ego, parents never give up or search for other clues.
According to Binalshibh, the disagreement was caused in part by Jarrah's family coming to visit	Jarrah had a physical altercation with his brother in law	not_entailment	Binalshibh believes the disagreement arose in part from Jarrah's family visits.	Jarrah was involved in a fight with his brother in law.
The utility's central information security group asserts that this process enhances the understanding of security matters among business managers, fosters acceptance of required controls, and incorporates information security concerns into the organization's business activities	Better security can improve workplace efficiency by 10 percent or more.	not_entailment	According to the utility's central information security group, this process increases security awareness among business managers, develops support for needed controls, and helps integrate information security considerations into the organization's business operations.	Better security can improve workplace efficiency by 10 percent or more.
right right don't go through the whole nine yards and	You must experience every part of it	not_entailment	right right don't go through the whole nine yards and	You need to go through the whole thing.
The outcome of the debate between the two camps significantly impacts public health	One camp has health issues that affect the public	entailment	Which camp is right has enormous public health consequences.	At least one camp has public health consequences.
In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The United States military branch called Air Force did not possess any aircraft	not_entailment	In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force didn't have any planes.
Scotland and France entered into a treaty of agreement	France and Scotland share a treaty known as the Auld Alliance.	entailment	The Auld Alliance, a treaty of accord between France and Scotland, was born.	France and Scotland share a treaty known as the Auld Alliance.
According to the previous chapter, the interaction between factors during the transition into a new realm influences the ability of natural selection to eliminate unsuccessful variations	Natural selection always happens.	not_entailment	As noted in the previous chapter, there must be some interplay in the entry into the adjacent possible that gates the exploration by the capacity of natural selection to trim away the losers.	Natural selection always happens.
In this group, there is the Twenty-Third Amendment, which grants the right to vote for the president and vice president to eligible citizens in the District of Columbia	The 23rd amendment says you can vote for the president if you live in California.	not_entailment	Also in this group is the Twenty-Third Amendment, which extends the right to vote for the president and vice president to citizens otherwise qualified in the District of Columbia.	The 23rd amendment says you can vote for the president if you live in California.
Rockefeller was deeply involved in this charitable act when investigative journalist Tarbell criticized him severely in McClure's publication	Rockefeller was stingy.	not_entailment	Rockefeller was caught up in this anguished giving when Avenging Angel Tarbell began to rend his flesh in McClure's.	Rockefeller was stingy.
Wolverstone spoke slowly and mockingly in response to the other's enthusiasm, and as he did so, he approached Blood, becoming an unanticipated supporter	Wolverstone remained quiet as he made his way away from Blood.	not_entailment	And maybe it won't. Slow and mocking came Wolverstone's voice to answer the other's confident excitement, and as he spoke he advanced to Blood's side, an unexpected ally.	Wolverstone remained quiet as he made his way away from Blood.
An associate of a senior Hezbollah operative was on the same flight that took the future hijackers to Iran.	While in Iran the hijackers received special training.	not_entailment	An associate of a senior Hezbollah operative was on the same flight that took the future hijackers to Iran.	While in Iran the hijackers received special training.
I am delighted to invite you to attend the Republican National Convention in Houston, Texas, from August  where we will celebrate as members of the Republican Senatorial Inner Circle	The Republican National Convention has only been in Houston once.	not_entailment	It gives me great pleasure to extend to you this invitation to Join the Republican Senatorial Inner Circle in a celebration of our spirit at our Republican National Convention in Houston, Texas, August 16-20.	The Republican National Convention has only been in Houston once.
But as she got older, um, she never acknowledged that she was wrong but she did change her behavior.	She never admitted that she was wrong.	entailment	But as she got older, um, she never acknowledged that she was wrong but she did change her behavior.	She never admitted that she was wrong.
I realize fully what you did, and I realize that partly, at least, you may have been urged by consideration for myself.	I have no understanding of what you did or why you did it.	not_entailment	I realize fully what you did, and I realize that partly, at least, you may have been urged by consideration for myself.	I have no understanding of what you did or why you did it.
