premise	hypothesis	gold_label	original_premise	original_hypothesis
The fire spread across multiple floors, and the available firefighting resources were insufficient to extinguish it.	We only had 2 fire extinguishers on hand.	not_entailment	Several floors of fire would have been beyond the fire-extinguishing capability of the forces that we had on hand.	We only had 2 fire extinguishers on hand.
The terrorism created by Bin Ladin and al Qaeda was unlike any other form of terrorism the government had encountered previously.	This was the government's initial encounter with this specific form of terrorist activity.	entailment	The terrorism fostered by Bin Ladin and al Qaeda was different from anything the government had faced before.	It was the first time the government had faced this type of terrorism.
Look at the painting on the low arched ceiling that is designed to make the small church resemble a tall Gothic cathedral.	The painting aspires to turn the church into a Gothic cathedral.	entailment	Notice how the trompe l'oeil painting on the low arched ceiling aspires to turn the little church into a lofty Gothic cathedral.	The painting aspires to turn the church into a Gothic cathedral.
Consequently, I know that you go to extra lengths to be compassionate and caring to others.	I know you give a lot of food to the people around you who are experiencing hunger.	not_entailment	Consequently, I know that you go to extra lengths to be compassionate and caring to others.	I know you spend a lot to fee the hungry people around you.
The island of Coniera, or Conejera, is a tall, thin island that stands at the entrance of Sant Antoni Bay.	Coniera is 3 square miles.	not_entailment	Dominating the mouth of Sant Antoni Bay is the gaunt silhouette of the island of Coniera, or Conejera (meaning rabbit's warren or burrow ).	Coniera is 3 square miles.
And equally unarguably, the econosphere has become more complex over the past few million years of hominid evolution.	The economic system of modern humans is less complex compared to the economic systems of ancient hominids.	not_entailment	And equally unarguably, the econosphere has become more complex over the past few million years of hominid evolution.	The econosphere of modern humans is much simpler than that of ancient hominids.
The current state of congressional supervision of intelligence and counterterrorism is not functioning properly.	Congress has never had oversight for either intelligence or counterterrorism.	not_entailment	Congressional oversight for intelligence-and counterterrorism-is now dysfunctional.	Congress has never had oversight for either intelligence or counterterrorism.
At that moment, the men parted to form a pathway, and Miss Bishop walked through this pathway, accompanied by her female servant.	Miss Bishop walked through a group of men.	entailment	At that moment a lane was opened in the ranks of the men, and through this came Miss Bishop followed by her octoroon woman.	Miss Bishop walked through a group of men.
A gap appeared in the line of men, and Miss Bishop walked through it, with her servant behind her.	Miss Bishop walked through a group of twenty men.	not_entailment	At that moment a lane was opened in the ranks of the men, and through this came Miss Bishop followed by her octoroon woman.	Miss Bishop walked through a group of twenty men.
Blood and flood are not like food,	Food is more similar to rocks and trees than it is to blood or a flood.	not_entailment	Blood and flood are not like food,	Food is more like rocks and trees than blood or flood.
When the object collided, numerous people lost their lives or sustained serious injuries, while some individuals remained mostly uninjured.	Many people died on impact.	entailment	Upon impact, many were killed or severely injured; others were relatively unharmed.	Many people died on impact.
I wonder, now, he said presently, if the mischief is of your working.	He never questioned whether the mischief was your doing.	not_entailment	I wonder, now, he said presently, if the mischief is of your working.	He never questioned whether the mischief was your doing.
The IMA's Development Committee will contribute an equal amount of money to all pledges received by December 31, 1998.	The IMA will stop matching pledges on December 25, 1998.	not_entailment	The IMA 's Development Committee will match all pledges received by December 31, 1998 dollar-for-dollar.	The IMA will stop matching pledges on December 25, 1998.
The amendment's language continues to show respect for the states' authority over the voting system, including for federal positions.	The states change their electoral process when they see fit.	not_entailment	The tone of the amendment remains deferential to the states' control of the electoral process, even for national office.	The states change their electoral process when they see fit.
oh and then if you try to get it outside of your uh corporation you're gonna pay an arm and a leg	If you go just a little bit out of the corporation you can actually save yourself a lot of money.	not_entailment	oh and then if you try to get it outside of your uh corporation you're gonna pay an arm and a leg	If you go just a little bit out of the corporation you can actually save yourself a lot of money.
In contrast, particles and the three non-gravitational forces have not been included in a spin network model so far.	There are three nongravitational forces.	entailment	On the other hand, particles and the three nongravitational forces have yet to be incorporated into a spin network picture.	There are three nongravitational forces.
What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie included a detailed interview with Kaufman about his experience of dying.	not_entailment	What the movie neglects to mention is that Kaufman had often talked about how he would like to pull off his own death.	The movie had an in depth interview with Kaufman about his death.
William Lowe Bryan, the IU president, had a vision for a university with a wide range of academic programs, which resulted in the establishment of the IU School of Medicine in 1903.	Bryan wanted to start a medical school to make the university more prominent.	entailment	William Lowe Bryan, the IU president whose dream of a broadly based university led to the founding of IU School of Medicine in 1903.	Bryan wanted to start a medical school to make the university more prominent.
Abeam with the Arabella, across the harbour, were the flat-fronted white buildings of that imposing city that came down to the very water's edge.	The ship Arabella arrived at a small city that was situated in a dry and empty area.	not_entailment	Abeam with the Arabella, across the harbour, were the flat-fronted white buildings of that imposing city that came down to the very water's edge.	The Arabella came to a tiny city that was located on a barren land devoid of life.
The act of saving money is crucial for building financial resources, and typically, a person who does not save will not have any financial assets.	If you don't save money in your bank account, you will have nothing.	not_entailment	The flow of saving is essential to accumulating a stock of wealth-as a general rule someone who never saves will have no wealth.	If you don't save money in your bank account, you will have nothing.
The defense minister Gustav Noske ordered 4,000 Freikorps (right-wing soldiers) to forcefully suppress the movement.	Noske wanted things to continue right away.	not_entailment	The ruthless defense minister Gustav Noske called in 4,000 Freikorps (right-wing storm-troopers) to smash the movement.	Noske wanted things to continue right away.
The utility's main information security team states that this method raises security knowledge for business managers, creates backing for necessary regulations, and assists in incorporating information security factors into the company's business activities.	This process is generally considered to be harmful to security.	not_entailment	According to the utility's central information security group, this process increases security awareness among business managers, develops support for needed controls, and helps integrate information security considerations into the organization's business operations.	This process is generally considered to be harmful to security.
I am aware that, after learning this information, I will always remember this damaged, unique voice.	I know that voice because it belongs to my mom.	not_entailment	knowing all the while that, having known, I always will know this torn, singular voice	I know that voice because it belongs to my mom.
Figure 4 illustrates the graphical representation of the relationship between the price of workshare services and the quantity supplied.	The workshare services have varying supply.	entailment	Figure 4 shows the supply curve of workshare services.	The workshare services have varying supply.
After travelling a distance of less than a mile from the Arboretum, you will see two churches on the right-hand side of the road, with many white-coloured graves belonging to families on the hill behind them.	The churches are also daycare centers for children.	not_entailment	Less than a mile past the Arboretum, you will find two churches on the right side of the road, backed by hundreds of white painted family tombs on the hillside.	The churches are also daycare centers for children.
He said that if his advisers had told him there was a cell in the United States, they would have moved to take care of it.	He would have looked after a small room in the United States if he had been aware of its existence.	entailment	He said that if his advisers had told him there was a cell in the United States, they would have moved to take care of it.	He would have taken care of a cell in the US if he had known about it.
Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink did not know the method to resolve the issue.	not_entailment	Based on this risk assessment, Centrelink developed a range of specific prevention strategies aimed at educating beneficiaries and employers on income reporting requirements.	Centrelink didn't how how to address the problem.
She didn't even understand the marriage ceremony, she didn't even know that she had gotten married, really--	She understood the situation she was entering.	not_entailment	She didn't even understand the marriage ceremony, she didn't even know that she had gotten married, really--	She knew what she was getting into.
You are part of a small group and you have no other choice but to accept it.	You are not a minority.	not_entailment	and you're the minority and you're stuck with it but uh	You are not a minority.
In response to Richard Lederer's request for entries in a competition for the best eleven-word sentence, I present the Paraphrase:	The rules of a supersentence contest always require submission of sentences with exactly eleven words.	not_entailment	In response to Richard Lederer's call for submissions in a most graceful and coherent eleven-word supersentence contest [ The Glamour of Grammar, XVI,4], I offer the	The rules of a supersentence contest always require submission of sentences with exactly eleven words.
For the requirement of changing from a situation where information is only given to those who need it to a situation where information is shared with everyone, refer to James Steinberg's testimony from October 14, 2003.	James Steinberg was determined to prevent the distribution of data in every possible way.	not_entailment	For the necessity of moving from need-to-know to need-to-share, see James Steinberg testimony, Oct. 14, 2003.	James Steinberg was adamant that sharing data was to be avoided at all costs.
I acknowledge that this is the sole method to prevent the definite annihilation of everyone, which my actions may have caused.	Though the problem was not caused by my own volition, I can rescue you all.	not_entailment	I accept it as the only way to save us all from the certain destruction into which my own act may have brought us.	Though the problem was not caused by my own volition, I can rescue you all.
In contrast, a government proposal of financial compensation is not forced persuasion and is not even slightly similar to the situation in China.	The government is offering financial incentives to individuals.	not_entailment	To the contrary, a government offer of money is not coercion--and not even remotely comparable to what goes on in China.	The government is clearly bribing people if they give any money
all that so there's a lot of things like that that Texas Instruments makes that even the employees don't know they make for the most part	Texas Instruments manufactures explosive devices that are classified as highly confidential.	not_entailment	all that so there's a lot of things like that that Texas Instruments makes that even the employees don't know they make for the most part	Texas Instruments makes bombs that are top-secret.
Anyway, we went to Kadina, Okinawa, and this happened in 1968.	We never sent anyone to the field.	not_entailment	Anyway, we deployed and I can tell now be, because of this that, that, that, uh, we deployed to Kadina, Okinawa, and this was in 1968.	We never ended up deploying anyone.
WHAT IS THE SENIOR CHALLENGE?	We encourage older adults to move forward for 1.6 kilometres each day.	not_entailment	WHAT IS THE SENIOR CHALLENGE?	We challenge seniors to walk a mile every day.
In 1951, Dawson City, a town that was once prosperous during the Klondike era, was replaced by Whitehorse as the capital of the territory, which was a more modern hub for transportation and communication.	Whitehorse was the name of a potent alcoholic beverage.	not_entailment	Close to the original action and still providing the most vivid testimony to the Klondike days, the boomtown of Dawson City yielded in 1951 to the transportation and communications center of Whitehorse as territorial capital.	Whitehorse was the name of a potent alcoholic beverage.
If we believe we are limited by a specific perspective on the world that was dominant in 1787, 1791, or 1868, then we need to determine whose opinions are important.	People in 1787 thought the world was flat.	not_entailment	If we think we are bound by a certain take on the world that prevailed in 1787, 1791, or 1868, then we should decide whose sentiments matter.	People in 1787 thought the world was flat.
The money is spent in that manner.	You could never know what happens with money.	not_entailment	That's the way the money goes--	You could never know what happens with money.
They physically obstructed each other's paths, causing a hindrance to their movements.	Of course, avoiding each other.	not_entailment	get in each other's way yeah	Of course, getting out of each other's way.
At the center of the resort, in the sheltered waters of the inner lagoon, there is a Swim with the Dolphins program.	You can swim with dolphins that can perform unusual movements.	not_entailment	At the center of the resort, in the sheltered waters of the inner lagoon, there is a Swim with the Dolphins program.	You can swim with dolphins who can do crazy tricks.
One difference is that other groups need to do so because in order to operate they must either add new definitions to current words and expressions or create new words and expressions.	Some groups need make up new words.	entailment	One difference is that other groups need to do so because in order to function they must either attach new meanings to existing words and phrases or coin new words and pharases.	Some groups need make up new words.
Dawson City, a town that was once prosperous during the Klondike era, was replaced in 1951 by Whitehorse as the administrative center of the territory due to the latter's superior transportation and communication facilities.	Whitehorse was territorial capital.	entailment	Close to the original action and still providing the most vivid testimony to the Klondike days, the boomtown of Dawson City yielded in 1951 to the transportation and communications center of Whitehorse as territorial capital.	Whitehorse was territorial capital.
In the distance, approximately three miles away, there was a stretch of land—a jagged line of bright green that extended across the western skyline.	The island they were approaching was uninhabited.	not_entailment	There, not more than three miles away, was land--an uneven wall of vivid green that filled the western horizon.	The island they were approaching was uninhabited.
The lake is located in an area surrounded by several tall mountains, among which is Scafell Pike, the tallest mountain in England, reaching an elevation of 977 meters or 3,205 feet.	The highest point of Scafell Pike is a good location for looking at the lake.	not_entailment	The lake itself lies in the shadow of several high mountains, including Scafell Pike, the highest in England at 977 m (3,205 ft).	The peak of Scafell Pike is a great spot for viewing the lake.
The man positioned himself next to Captain Blood, turned his gaze to the rear, following the direction of the Captain's hand, and exclaimed in surprise.	Captain Blood was notoriously good at promoting morale.	not_entailment	Standing beside Captain Blood, he looked astern, following the indication of the Captain's hand, and cried out in his amazement.	Captain Blood was notoriously good at promoting morale.
The program's educational feedback promotes adherence to rules and can prevent future misconduct, as practitioners know that HIC monitors reimbursement claims every year.	HIC follows the progress of payments made to cover expenses annually.	entailment	The program's educational feedback encourages compliance and can act as a deterrent to future wrongdoing, as practitioners are aware that HIC tracks what is claimed for reimbursement on an annual basis.	Reimbursements are tracked every year by HIC.
They emphasized that continuous attention and monitoring were required to guarantee that the controls were effective in managing present-day risks without causing unnecessary disruption to operations, and that those who utilized and managed the information systems followed the established organizational guidelines.	They stated that it was essential to be cautious and attentive regarding the mechanisms that produce and regulate news.	not_entailment	They stressed that constant vigilance was needed to ensure that controls remained appropriate--addressing current risks and not unnecessarily hindering operations--and that individuals who used and maintained information systems complied with organizational policies.	They said it was important to be vigilent when it came to the news factory controls.
Oh, that sounds like an adventure.	That sounds like an awful experience.	not_entailment	oh oh my word well that sounds adventuresome	That sounds like an awful experience.
It is difficult to believe that a planet with complex non-living objects could have formed by itself after the big bang.	God created the universe.	not_entailment	Intuitively, it seems unlikely that such a planet of nonliving complex entities could have arisen spontaneously since the big bang.	God created the universe.
Agencies must have the capability to assess their achievements.	Agencies can tell if they are successful by how much money they raise.	not_entailment	Agencies need to be able to measure success.	Agencies can tell if they are successful by how much money they raise.
That's the direction the currency moves in.	Money is a resource that functions according to standard principles and practices.	not_entailment	That's the way the money goes--	That's just the normal way of things with money.
That is the direction in which the money moves.	That's just what happens with money.	entailment	That's the way the money goes--	That's just what happens with money.
The building located above the underground living spaces of the SS guards contains the Topographie des Terrors, a collection of photographs and documents that emotionally depicts the experiences of individuals who opposed the Nazi regime.	The building had no basement.	not_entailment	The building constructed above the underground quarters of the SS guards houses the Topographie des Terrors, an exhibition of photographs and documents which movingly illustrates the lives of those who resisted the Nazi terror.	The building had no basement.
issues of alcohol use among injured patients are not in the purview of the trauma team	The trauma team mainly deals with problems related to alcohol consumption.	not_entailment	issues of alcohol use among injured patients are not in the purview of the trauma team	The trauma team primarily handles alcohol issues.
The girl who can help me is located on the opposite side of the town.	The girl I need help from lives a ways away.	entailment	The girl that can help me is all the way across town.	The girl I need help from lives a ways away.
The lines made up of boxes indicate the overall welfare level of all mailers, and the lines formed by diamonds represent the technical losses (if negative) resulting from transferring the work to a different entity.	The lines calculate that the welfare level of the mailers is 10%.	not_entailment	The lines composed of boxes show the welfare level of all mailers combined and the lines composed of diamonds show the technical losses (if negative) of shifting the work to another party.	The lines calculate that the welfare level of the mailers is 10%.
I am very happy to invite you to attend the Republican National Convention in Houston, Texas, from August 16 to 20, where we will celebrate our enthusiasm and unity as a party.	The Republican National Convention is always in April.	not_entailment	It gives me great pleasure to extend to you this invitation to Join the Republican Senatorial Inner Circle in a celebration of our spirit at our Republican National Convention in Houston, Texas, August 16-20.	The Republican National Convention is always in April.
With reinforcements, the Spaniards managed to establish a beachhead.	The Spanish people had 100 people helping.	not_entailment	With reinforcements, the Spaniards managed to establish a beachhead.	The Spanish people had 100 people helping.
As the variety of items on the internet grows, the variety of potential spaces for new products and services grows even faster!	More objects on the web makes it harder to have niche markets.	not_entailment	Thus, as the diversity of the objects in the web increases, the diversity of prospective niches for new goods and services increases even more rapidly!	More objects on the web makes it harder to have niche markets.
In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force purchased 18 aircraft.	not_entailment	In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force bought 18 planes.
And that's the useful resource of the IRT Education Programs—it allows children to see stories that provide them with skills for daily life and for staying alive.	The IRT Education Programs help elderly people.	not_entailment	And that's the wonderful tool of the IRT Education Programs--it lets children witness stories that teach them tools for everyday living and surviving.	The IRT Education Programs help elderly people.
She felt cold when she remembered it.	She was trying not to think of the event that took place.	not_entailment	And she shivered at the memory of it.	She was trying not to think of the event that took place.
I have not done anything that I regret, given the circumstances. She looked away from his intense gaze.	I'm very ashamed of everything, I need to apologize immediately.	not_entailment	In my own I've done nothing at all that I am ashamed of, considering the provocation I received. Her glance faltered, and fell away before his own that was so intent.	I'm very ashamed of everything, I need to apologize immediately.
The intricate, curling patterns of the moldings and architectural decorations in a French salon resembled the wavy ribbons on the women's dresses and the ruffles on the men's shirts.	The women's dresses had ribbons.	entailment	The arabesques and curlicues of the moldings and architectural ornaments in a French salon mirrored the flouncing ribbons that adorned the women's dresses and the frills of the men's shirts.	The women's dresses had ribbons.
This is a simple displacement from equilibrium, and a simple device, the mica flake, will be made to quake, hence, extract mechanical work.	An object has moved from its balanced position.	entailment	This is a simple displacement from equilibrium, and a simple device, the mica flake, will be made to quake, hence, extract mechanical work.	Something has been displaced from equilibrium.
When the two objects collided, numerous people lost their lives or sustained serious physical damage, while some individuals remained mostly intact.	Everyone lost a limb upon impact.	not_entailment	Upon impact, many were killed or severely injured; others were relatively unharmed.	Everyone lost a limb upon impact.
NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Only gifts above $100 make a difference.	not_entailment	NEW ARRIVALS EVERY GIFT MAKES A DIFFERENCE!	Only gifts above $100 make a difference.
Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was located in the central part of the city.	not_entailment	Some 1,400 years before the Palace of Estei was erected, Milreu was also the large country house of an eminent person.	Milreu was right in the heart of the city.
I wonder, now, he said presently, if the mischief is of your working.	The cause of the trouble was not only your responsibility.	not_entailment	I wonder, now, he said presently, if the mischief is of your working.	The source of the mischief was not yours alone.
so i want to keep at it because i know that if you don't uh there's there's lots of problems that you can have	Many problems can occur if you don't continue to put effort into it.	entailment	so i want to keep at it because i know that if you don't uh there's there's lots of problems that you can have	A lot of things can go wrong if you don't keep working at it.
Technology is deeply embedded in the business operations of these companies, as it is considered a facilitator for the business, not merely a device.	Businesses prioritize advanced scheduling software as a crucial tool.	not_entailment	Technology is highly integrated with the business processes in these organizations because technology is viewed as an enabler for the business, not just a tool.	Advanced scheduling software is one of the key technologies businesses focus on.
Captain Blood's eyes moved across the group of determined men with intense gazes, and then he looked at Ogle once more.	Captain Blood is blind.	not_entailment	Captain Blood's glance raked the ranks of those resolute, fierce-eyed fellows, then it came to rest again on Ogle.	Captain Blood is blind.
The budget guidance released the following day specifically mentioned gun-related offenses, drug trade, and civil rights as important areas of focus.	Many people expressed disagreement with the budget instructions.	not_entailment	The budget guidance issued the next day, however, highlighted gun crimes, narcotics trafficking, and civil rights as priorities.	Many people objected to the priorities laid out in the budget guidance.
A boat that had come close to the shore without being seen hit the large red body of the Arabella, and a loud voice called out a greeting.	The Arabella is a boat with a red exterior.	entailment	A boat that had approached unnoticed from the shore came scraping and bumping against the great red hull of the Arabella, and a raucous voice sent up a hailing shout.	The Arabella is a boat with a red exterior.
The White House relied on the Counterterrorist Center and the CIA's Directorate of Operations for secret activities.	The White House did not have any government organizations that could manage secret activities.	not_entailment	For covert action, of course, the White House depended on the Counterterrorist Center and the CIA's Directorate of Operations.	The White House had no agencies available to handle covert operations.
Chavez's situation is similar to the results of the survey by Colorado Legal Services, which states that migrant workers at farms across the state are frequently in contact with dangerous pesticides in a way that breaks federal laws.	Chavez's case was about tea parties.	not_entailment	Chavez's case mirrors the findings of the survey by Colorado Legal Services, which reports that migrant workers at farms statewide are regularly exposed to hazardous pesticides in violation of federal laws.	Chavez's case was about tea parties.
But I was eager to help you arrive.	The person wanted a lover.	not_entailment	But I was in haste to land you.	The person wanted a lover.
So irradiating food seems safe, effective, and cheap.	Exposing food to radiation appears to be beneficial.	entailment	So irradiating food seems safe, effective, and cheap.	Irradiating food seems useful.
The second notable point is Omnes' assertion that certain measurable phenomena are not measurable.	Omnes said you can see everything.	not_entailment	The second striking point is Omnes' claim that some observables cannot be observed.	Omnes said you can see everything.
It's a little screw which set an injection but the, the breathing pressure tube to the pilot and counter pressure.	The screw is tiny and silver.	not_entailment	It's a little screw which set an injection but the, the breathing pressure tube to the pilot and counter pressure.	The screw is tiny and silver.
There is no noticeable difference between any of them regarding the single security layer that was pertinent to the checkpoint inspection.	Alarming evidence was discovered during the checkpoint screening.	not_entailment	Nothing stands out about any of them with respect to the only security layer that was relevant to the actual checkpoint screening.	Alarming evidence was discovered during the checkpoint screening.
I am aware that, after learning this information, I will always remember this damaged, unique voice.	I know that voice	entailment	knowing all the while that, having known, I always will know this torn, singular voice	I know that voice
Even so, Paris recently created miles of cycling lanes that crisscross the entire city, making bicycling much safer (and more popular).	It's still incredibly dangerous to cycle in Paris.	not_entailment	Even so, Paris recently created miles of cycling lanes that crisscross the entire city, making bicycling much safer (and more popular).	It's still incredibly dangerous to cycle in Paris.
The explosion resulted in the deaths of six people, caused injuries to approximately 1,000 others, and revealed weaknesses in the emergency response plans of the World Trade Center and the city.	Measures were implemented to deal with safety issues after the blast.	not_entailment	The explosion killed six people, injured about 1,000 more, and exposed vulnerabilities in the World Trade Center's and the city's emergency preparedness.	Steps were taken to address security concerns following the explosion.
Brit Hume (Fox News Sunday) speculates on why Lewinsky might not still have romantic feelings for the president.	Brit Hume works for Fox.	entailment	Omnia vincit amor (unless you work for the Weekly Standard): Brit Hume ( Fox News Sunday ) speculates on why Lewinsky might not She still has a hopeless crush on the president.	Brit Hume works for Fox.
Parents who express their desperation and look for a more tested and proven perspective in their own parents' or grandparents' books will find themselves stuck in the same confusing situation.	Because of their over-confident and self-important nature, parents never surrender or look for alternative evidence.	not_entailment	Parents who throw up their hands in desperation and search through their own parents' or grandparents' shelves for a more tried and true vision will nd themselves mired in the same conundrum.	Due to their inflated ego, parents never give up or search for other clues.
Binalshibh thinks the difference of opinion originated partly from Jarrah's trips to see his family.	Jarrah and his brother-in-law engaged in a physical altercation.	not_entailment	Binalshibh believes the disagreement arose in part from Jarrah's family visits.	Jarrah was involved in a fight with his brother in law.
The information security group states that this process raises awareness of security among business managers, creates support for necessary security measures, and assists in incorporating security considerations into the company's daily work.	Better security can improve workplace efficiency by 10 percent or more.	not_entailment	According to the utility's central information security group, this process increases security awareness among business managers, develops support for needed controls, and helps integrate information security considerations into the organization's business operations.	Better security can improve workplace efficiency by 10 percent or more.
right right don't go through the whole nine yards and	You need to read the entire document.	not_entailment	right right don't go through the whole nine yards and	You need to go through the whole thing.
Determining the correct camp has significant implications for the well-being of the general population.	At least one camp has effects on the health of the general population.	entailment	Which camp is right has enormous public health consequences.	At least one camp has public health consequences.
In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force did not possess any aircraft.	not_entailment	In the meantime the Air Force bought the SR71, now the A-12, that we were working with the CIA.	The Air Force didn't have any planes.
The Auld Alliance, a formal agreement of peace between France and Scotland, came into existence.	France and Scotland share a treaty known as the Auld Alliance.	entailment	The Auld Alliance, a treaty of accord between France and Scotland, was born.	France and Scotland share a treaty known as the Auld Alliance.
As mentioned in the earlier section, there is a process in the transition to the nearby potential that controls the investigation by the ability of natural selection to remove the unsuccessful ones.	Natural selection always happens.	not_entailment	As noted in the previous chapter, there must be some interplay in the entry into the adjacent possible that gates the exploration by the capacity of natural selection to trim away the losers.	Natural selection always happens.
The Twenty-Third Amendment gives the right to vote for the president and vice president to citizens in the District of Columbia who are eligible to vote.	The 23rd amendment says you can vote for the president if you live in California.	not_entailment	Also in this group is the Twenty-Third Amendment, which extends the right to vote for the president and vice president to citizens otherwise qualified in the District of Columbia.	The 23rd amendment says you can vote for the president if you live in California.
Rockefeller was in the process of giving money to a charity when a journalist named Tarbell started to write critical articles about him in the magazine McClure's.	Rockefeller was stingy.	not_entailment	Rockefeller was caught up in this anguished giving when Avenging Angel Tarbell began to rend his flesh in McClure's.	Rockefeller was stingy.
And maybe it won't. Wolverstone's voice came slowly and mockingly to respond to the other person's confident excitement, and as he spoke he moved to stand next to Blood, an unexpected ally.	Wolverstone remained quiet as he made his way away from Blood.	not_entailment	And maybe it won't. Slow and mocking came Wolverstone's voice to answer the other's confident excitement, and as he spoke he advanced to Blood's side, an unexpected ally.	Wolverstone remained quiet as he made his way away from Blood.
An associate of a senior Hezbollah operative was on the same flight that took the future hijackers to Iran.	While in Iran the hijackers received special training.	not_entailment	An associate of a senior Hezbollah operative was on the same flight that took the future hijackers to Iran.	While in Iran the hijackers received special training.
I am very happy to invite you to attend the Republican National Convention in Houston, Texas, August 16-20, where we will celebrate our enthusiasm and unity as a party.	The Republican National Convention has only been in Houston once.	not_entailment	It gives me great pleasure to extend to you this invitation to Join the Republican Senatorial Inner Circle in a celebration of our spirit at our Republican National Convention in Houston, Texas, August 16-20.	The Republican National Convention has only been in Houston once.
But as she got older, um, she never acknowledged that she was wrong but she did change her behavior.	She never admitted that she was wrong.	entailment	But as she got older, um, she never acknowledged that she was wrong but she did change her behavior.	She never admitted that she was wrong.
I realize fully what you did, and I realize that partly, at least, you may have been urged by consideration for myself.	I have no understanding of what you did or why you did it.	not_entailment	I realize fully what you did, and I realize that partly, at least, you may have been urged by consideration for myself.	I have no understanding of what you did or why you did it.
In past centuries, however, it was a place where Caribbean pirates gathered, as it was distant from the control of colonial authorities in Havana, San Juan in Puerto Rico, and Panama City, the closest colonial settlements.	There have never been pirates in the Caribbean.	not_entailment	In past centuries, however, it was the haunt of Caribbean pirates, being far from the clutches of colonial overlords in Havana, San Juan in Puerto Rico, and Panama City, the nearest colonial outposts.	There have never been pirates in the Caribbean.
Pitt, wearing only a shirt and pants, stood by the railing and observed him, with a clear expression of worry on his open, honest face.	Pitt wore a shirt and breeches.	entailment	Pitt, loosely clad in shirt and breeches, leaned against the rail the while and watched him, unmistakable concern imprinted on his fair, frank countenance.	Pitt wore a shirt and breeches.
The reality is that a building, regardless of its functionality, construction quality, or aesthetic appeal, if it does not align with the way people dress, may appear not just outdated but also absurd.	A building can't be pretty if handicapped people can't go in it.	not_entailment	For the truth is that a building'no matter how useful or well built or beautiful'that is not sympathetic to the way that people dress risks looking not merely anachronistic, but downright silly.	A building can't be pretty if handicapped people can't go in it.
On Aug. 25, after the Democratic convention had started in Atlantic City, N.J., Johnson, who was 56 years old at the time, expressed his intention to quit the presidential race in three recorded conversations.	Johnson said he would leave.	entailment	On Aug. 25, after the Democratic convention had opened in Atlantic City, N.J., Johnson, then 56 years old, threatened in three recorded conversations to withdraw from the presidential race.	Johnson threatened to withdraw.
The independent individuals who made up that society had, both separately and as a group, the physical ability to continue earning money in the natural activities that made up their environment.	The agents made $80,000.	not_entailment	I want to say that the autonomous agents comprising that community had, individually and collectively, the embodied know-how to get on with making a living in the natural games that constituted their world.	The agents made $80,000.
As a proud Scot myself, I feel that a much more probable reason for this apparent lack of linguistic ambition is to be found in the regional dialect.	The Scottish language is widely recognized for its impressive qualities.	not_entailment	As a proud Scot myself, I feel that a much more probable reason for this apparent lack of linguistic ambition is to be found in the regional dialect.	The Scottish language is known to be highly ambtious.
The main people on Bush's White House staff would be National Security Advisor Condoleezza Rice, who previously worked for the NSC staff in the government of George H.W.	Condoleezza Rice was amazing at her job as National Security Advisor.	not_entailment	The principal figures on Bush's White House staff would be National Security Advisor Condoleezza Rice, who had been a member of the NSC staff in the administration of George H.W.	Condoleezza Rice was amazing at her job as National Security Advisor.
Pamela Harriman, a 76-year-old woman who worked as the U.S. ambassador to France, funded the Democratic Party, and had multiple marriages and relationships with influential men of the 20th century, passed away due to bleeding in her brain.	Harriman was married eight times.	not_entailment	Pamela Harriman, the U.S. ambassador to France, legendary Democratic Party financier, and serial wife and lover to great men of the 20 th century, died of a brain hemorrhage at 76.	Harriman was married eight times.
These skills were not enough, but there was minimal effort to increase or improve them.	They didn't change their surveillance program much.	not_entailment	These capabilities were insufficient, but little was done to expand or reform them.	They didn't change their surveillance program much.
Agencies require the capability to assess their achievements.	Agencies really cant ever know if they're successful or not.	not_entailment	Agencies need to be able to measure success.	Agencies really cant ever know if they're successful or not.
To act differently would communicate a worrying statement to the GAO's workers, the media, and the citizens.	If you don't listen to the workers' opinions, it will have a negative impact.	not_entailment	To do otherwise would send a troubling message to GAO's employees, the press, and the public.	It's a bad message if you don't show the workers that their voices are heard.
Why did you allow Wolverstone and the other people to leave? he asked, feeling a bit bitter.	He had let Wolverstone go, but he kept the others.	not_entailment	Why did ye let Wolverstone and the others go? he cried, with a touch of bitterness.	He had let Wolverstone go, but he kept the others.
If you are expecting to persuade Bishop by appealing to his emotions, you are more naive, Ogle, than I have always believed you to be in all matters except for the use of firearms.	If Ogle were smart, he would have made the Bishop fall in love with him.	not_entailment	If ye're counting on pulling Bishop's heartstrings, ye're a bigger fool, Ogle, than I've always thought you was with anything but guns.	If Ogle were smart, he would have made the Bishop fall in love with him.
The defense minister Gustav Noske ordered 4,000 Freikorps (right-wing soldiers) to forcefully suppress the movement.	Noske wanted to stop what was happening.	entailment	The ruthless defense minister Gustav Noske called in 4,000 Freikorps (right-wing storm-troopers) to smash the movement.	Noske wanted to stop what was happening.
